"date","chla"
2009-02-01,0.342225770240319
2009-03-01,0.292971041824331
2009-04-01,0.315177614471376
2009-05-01,0.703191984129191
2009-06-01,2.27249958999055
2009-07-01,0.397538981489378
2009-08-01,0.442816720894814
2009-09-01,0.605056988037863
2009-10-01,0.566345785204287
2009-11-01,0.480242280672109
2009-12-01,0.442305141072463
2010-01-01,0.577120087307577
2010-02-01,0.348445154921081
2010-03-01,0.322120846554286
2010-04-01,0.474231855080786
2010-05-01,0.837239186974775
2010-06-01,0.538286857741204
2010-07-01,0.413966340863009
2010-08-01,0.676344294635704
2010-09-01,0.796319503250738
2010-10-01,0.850637054006829
2010-11-01,0.534842249580076
2010-12-01,0.414024103332374
2011-01-01,0.505584068855162
2011-02-01,0.394635485273335
2011-03-01,0.324719810084352
2011-04-01,0.369002925381664
2011-05-01,0.63609616531081
2011-06-01,1.01504442060526
2011-07-01,0.69949854120179
2011-08-01,0.636102845910207
2011-09-01,0.824420421181731
2011-10-01,0.65354150914826
2011-11-01,0.428115273011309
2011-12-01,0.792897985689823
2012-01-01,0.384212556351828
2012-02-01,0.325315509295542
2012-03-01,0.310051927792664
2012-04-01,0.333415111488156
2012-05-01,0.560524746198044
2012-06-01,0.412082055478164
2012-07-01,0.368493617678132
2012-08-01,0.694677466725326
2012-09-01,0.831075176631697
2012-10-01,0.729292487224298
2012-11-01,0.551477483837738
2012-12-01,NA
2013-01-01,0.336050724225148
2013-02-01,0.299159067743928
2013-03-01,0.292096446952545
2013-04-01,0.391451562288092
2013-05-01,0.585902818459929
2013-06-01,0.844353368022075
2013-07-01,0.537330075559739
2013-08-01,0.441705963152279
2013-09-01,0.573884690008686
2013-10-01,0.54100846636401
2013-11-01,0.45664359008609
2013-12-01,NA
2014-01-01,0.346725909323446
2014-02-01,0.357489146779992
2014-03-01,0.358985611625135
2014-04-01,0.447431868827473
2014-05-01,0.533861316359764
2014-06-01,0.458854365576959
2014-07-01,0.534773073565366
2014-08-01,0.752898300843883
2014-09-01,1.07930138558985
2014-10-01,0.925361688690049
2014-11-01,0.521311904865033
2014-12-01,NA
2015-01-01,0.350698014732183
2015-02-01,0.333530306730844
2015-03-01,0.380849830771897
2015-04-01,0.407308148512426
2015-05-01,0.603984696322202
2015-06-01,0.536677148307666
2015-07-01,0.463259078618158
2015-08-01,0.630135839598319
2015-09-01,0.679928853162383
2015-10-01,0.683312394797862
2015-11-01,0.435191582709347
2015-12-01,NA
2016-01-01,0.337253233681743
2016-02-01,0.336709926077404
2016-03-01,0.354503281832246
2016-04-01,0.386707624562625
2016-05-01,0.486571934227662
2016-06-01,0.412744392607163
2016-07-01,0.62882062006443
2016-08-01,0.880048267744212
2016-09-01,0.880941330978048
2016-10-01,0.747575384429103
2016-11-01,0.466705787433167
2016-12-01,NA
2017-01-01,0.34880659166573
2017-02-01,0.307565753906634
2017-03-01,0.315584025160401
2017-04-01,0.44317448973358
2017-05-01,0.77441616427439
2017-06-01,0.343941925866676
2017-07-01,0.744049868230793
2017-08-01,0.729370675023897
2017-09-01,0.718139920591969
2017-10-01,0.63721792273746
2017-11-01,0.395419187566813
2017-12-01,NA
2018-01-01,0.35353587466745
2018-02-01,0.298043569664756
2018-03-01,0.307019906549368
2018-04-01,0.315918480453817
2018-05-01,0.329733458427748
2018-06-01,0.408828018661429
2018-07-01,0.603191276108006
2018-08-01,0.860182541228883
2018-09-01,0.898102768789224
2018-10-01,0.636393094768589
2018-11-01,0.478324784743246
2018-12-01,NA
2019-01-01,0.311304308047005
2019-02-01,0.301210366298742
2019-03-01,0.31715476790184
2019-04-01,0.332874060834784
2019-05-01,1.07844096642676
2019-06-01,0.621773117745289
2019-07-01,0.259972781395492
2019-08-01,0.392043030145481
2019-09-01,0.587790963369612
2019-10-01,0.507338363118518
2019-11-01,0.36529944526627
2019-12-01,NA
2020-01-01,0.353577733143361
2020-02-01,0.304864979718708
2020-03-01,0.39348182124144
